,time,t2m,longitude,latitude,Fault_Label,Fault_Type
0,2023-01-01 00:00:00,-16.775346615923432,-25,70,1,2
1,2023-01-01 01:00:00,-15.664467464730386,-25,70,1,2
2,2023-01-01 02:00:00,-15.955156199790107,-25,70,1,2
3,2023-01-01 03:00:00,-16.89605173712703,-25,70,1,2
4,2023-01-01 04:00:00,-16.753867957059484,-25,70,1,2
5,2023-01-01 05:00:00,-16.20085625379403,-25,70,1,2
6,2023-01-01 06:00:00,-15.465900074903393,-25,70,1,2
7,2023-01-01 07:00:00,-27.476069999999993,-25,70,0,0
8,2023-01-01 08:00:00,-16.477552727907735,-25,70,1,2
9,2023-01-01 09:00:00,-26.903989999999993,-25,70,0,0
10,2023-01-01 10:00:00,-17.36034017637948,-25,70,1,2
11,2023-01-01 11:00:00,-26.20526000000001,-25,70,0,0
12,2023-01-01 12:00:00,-14.18988965400153,-25,70,1,2
13,2023-01-01 13:00:00,-26.138119999999986,-25,70,0,0
14,2023-01-01 14:00:00,-25.676940000000002,-25,70,0,0
15,2023-01-01 15:00:00,-17.197542739634464,-25,70,1,2
16,2023-01-01 16:00:00,-16.087364290336154,-25,70,1,2
17,2023-01-01 17:00:00,-16.422710561463315,-25,70,1,2
18,2023-01-01 18:00:00,-24.452699999999993,-25,70,0,0
19,2023-01-01 19:00:00,-17.490393480843437,-25,70,1,2
20,2023-01-01 20:00:00,-16.160173395204446,-25,70,1,2
21,2023-01-01 21:00:00,-24.163330000000002,-25,70,0,0
22,2023-01-01 22:00:00,-16.03709528210841,-25,70,1,2
23,2023-01-01 23:00:00,-23.370299999999986,-25,70,0,0
24,2023-01-02 00:00:00,-23.331240000000008,-25,70,0,0
25,2023-01-02 01:00:00,-16.673956990161383,-25,70,1,2
26,2023-01-02 02:00:00,-24.573000000000008,-25,70,0,0
27,2023-01-02 03:00:00,-16.609648720096665,-25,70,1,2
28,2023-01-02 04:00:00,-15.512433700833132,-25,70,1,2
29,2023-01-02 05:00:00,-25.144409999999993,-25,70,0,0
30,2023-01-02 06:00:00,-14.978299436874774,-25,70,1,2
31,2023-01-02 07:00:00,-21.58037999999999,-25,70,0,0
32,2023-01-02 08:00:00,-15.627567426313913,-25,70,1,2
33,2023-01-02 09:00:00,-16.09770251333449,-25,70,1,2
34,2023-01-02 10:00:00,-16.81277,-25,70,0,0
35,2023-01-02 11:00:00,-15.809479487033004,-25,70,1,2
36,2023-01-02 12:00:00,-16.058938267366624,-25,70,1,2
37,2023-01-02 13:00:00,-15.771384751822445,-25,70,1,2
38,2023-01-02 14:00:00,-16.316673669187725,-25,70,1,2
39,2023-01-02 15:00:00,-17.801807733700382,-25,70,1,2
40,2023-01-02 16:00:00,-14.575369885540319,-25,70,1,2
41,2023-01-02 17:00:00,-16.623247255231934,-25,70,1,2
42,2023-01-02 18:00:00,-18.648048291746264,-25,70,1,2
43,2023-01-02 19:00:00,-16.222847178143386,-25,70,1,2
44,2023-01-02 20:00:00,-14.323028165955211,-25,70,1,2
45,2023-01-02 21:00:00,-15.373004653962006,-25,70,1,2
46,2023-01-02 22:00:00,-17.106964220629692,-25,70,1,2
47,2023-01-02 23:00:00,-17.229133960118315,-25,70,1,2
