,time,t2m,longitude,latitude,Fault_Label,Fault_Type
0,2023-01-01 00:00:00,3.1508077511025183,104,21,1,1
1,2023-01-01 01:00:00,10.478580000000022,104,21,0,0
2,2023-01-01 02:00:00,13.563049999999976,104,21,0,0
3,2023-01-01 03:00:00,21.63745353853124,104,21,1,1
4,2023-01-01 04:00:00,12.145807248785474,104,21,1,1
5,2023-01-01 05:00:00,13.70419200436095,104,21,1,1
6,2023-01-01 06:00:00,20.204650000000015,104,21,0,0
7,2023-01-01 07:00:00,20.578599999999994,104,21,0,0
8,2023-01-01 08:00:00,20.541260000000023,104,21,0,0
9,2023-01-01 09:00:00,19.947569999999985,104,21,0,0
10,2023-01-01 10:00:00,18.406830000000014,104,21,0,0
11,2023-01-01 11:00:00,16.841600000000028,104,21,0,0
12,2023-01-01 12:00:00,10.876524181980017,104,21,1,1
13,2023-01-01 13:00:00,15.932200000000023,104,21,0,0
14,2023-01-01 14:00:00,15.74493000000001,104,21,0,0
15,2023-01-01 15:00:00,15.172500000000014,104,21,0,0
16,2023-01-01 16:00:00,9.227534674524964,104,21,1,1
17,2023-01-01 17:00:00,13.594179999999994,104,21,0,0
18,2023-01-01 18:00:00,18.577069477826917,104,21,1,1
19,2023-01-01 19:00:00,12.645080000000007,104,21,0,0
20,2023-01-01 20:00:00,12.248170000000016,104,21,0,0
21,2023-01-01 21:00:00,11.914800000000014,104,21,0,0
22,2023-01-01 22:00:00,17.589704063630656,104,21,1,1
23,2023-01-01 23:00:00,17.146944775127224,104,21,1,1
24,2023-01-02 00:00:00,17.334115505216808,104,21,1,1
25,2023-01-02 01:00:00,13.748960000000011,104,21,0,0
26,2023-01-02 02:00:00,15.130130000000008,104,21,0,0
27,2023-01-02 03:00:00,16.458000000000027,104,21,0,0
28,2023-01-02 04:00:00,12.18003117209761,104,21,1,1
29,2023-01-02 05:00:00,18.371219999999994,104,21,0,0
30,2023-01-02 06:00:00,19.043240000000026,104,21,0,0
31,2023-01-02 07:00:00,19.41962000000001,104,21,0,0
32,2023-01-02 08:00:00,19.367520000000013,104,21,0,0
33,2023-01-02 09:00:00,18.661,104,21,0,0
34,2023-01-02 10:00:00,17.066129999999987,104,21,0,0
35,2023-01-02 11:00:00,15.71735000000001,104,21,0,0
36,2023-01-02 12:00:00,15.284850000000006,104,21,0,0
37,2023-01-02 13:00:00,14.85741999999999,104,21,0,0
38,2023-01-02 14:00:00,19.907729152047946,104,21,1,1
39,2023-01-02 15:00:00,14.17385999999999,104,21,0,0
40,2023-01-02 16:00:00,8.175375187061451,104,21,1,1
41,2023-01-02 17:00:00,13.411099999999976,104,21,0,0
42,2023-01-02 18:00:00,13.062599999999975,104,21,0,0
43,2023-01-02 19:00:00,12.916870000000017,104,21,0,0
44,2023-01-02 20:00:00,12.533939999999973,104,21,0,0
45,2023-01-02 21:00:00,12.038329999999974,104,21,0,0
46,2023-01-02 22:00:00,11.589969999999994,104,21,0,0
47,2023-01-02 23:00:00,16.446475718177076,104,21,1,1
48,2023-01-03 00:00:00,11.252319999999997,104,21,0,0
49,2023-01-03 01:00:00,12.203520000000026,104,21,0,0
50,2023-01-03 02:00:00,13.538729999999987,104,21,0,0
51,2023-01-03 03:00:00,15.24151999999998,104,21,0,0
52,2023-01-03 04:00:00,16.747619999999984,104,21,0,0
53,2023-01-03 05:00:00,18.03264999999999,104,21,0,0
54,2023-01-03 06:00:00,19.06635,104,21,0,0
55,2023-01-03 07:00:00,19.756399999999985,104,21,0,0
56,2023-01-03 08:00:00,25.31877352311742,104,21,1,1
57,2023-01-03 09:00:00,19.397550000000024,104,21,0,0
58,2023-01-03 10:00:00,23.6694282869725,104,21,1,1
59,2023-01-03 11:00:00,17.064480000000003,104,21,0,0
60,2023-01-03 12:00:00,11.11098030934595,104,21,1,1
61,2023-01-03 13:00:00,11.209399927196097,104,21,1,1
62,2023-01-03 14:00:00,22.089650429451417,104,21,1,1
63,2023-01-03 15:00:00,15.752400000000023,104,21,0,0
64,2023-01-03 16:00:00,15.063449999999989,104,21,0,0
65,2023-01-03 17:00:00,8.362334935973031,104,21,1,1
66,2023-01-03 18:00:00,13.73775999999998,104,21,0,0
67,2023-01-03 19:00:00,19.239292248812234,104,21,1,1
68,2023-01-03 20:00:00,12.79586999999998,104,21,0,0
69,2023-01-03 21:00:00,17.962021881487573,104,21,1,1
70,2023-01-03 22:00:00,12.265049999999974,104,21,0,0
71,2023-01-03 23:00:00,12.031200000000013,104,21,0,0
72,2023-01-04 00:00:00,12.345399999999984,104,21,0,0
73,2023-01-04 01:00:00,13.886599999999987,104,21,0,0
74,2023-01-04 02:00:00,16.216499999999996,104,21,0,0
75,2023-01-04 03:00:00,12.981901865670075,104,21,1,1
76,2023-01-04 04:00:00,20.057860000000005,104,21,0,0
77,2023-01-04 05:00:00,26.350003194819273,104,21,1,1
78,2023-01-04 06:00:00,21.522400000000005,104,21,0,0
79,2023-01-04 07:00:00,21.667140000000018,104,21,0,0
80,2023-01-04 08:00:00,21.398379999999975,104,21,0,0
81,2023-01-04 09:00:00,20.636720000000025,104,21,0,0
82,2023-01-04 10:00:00,18.88718,104,21,0,0
83,2023-01-04 11:00:00,22.36581997075584,104,21,1,1
84,2023-01-04 12:00:00,16.408200000000022,104,21,0,0
85,2023-01-04 13:00:00,15.903869999999984,104,21,0,0
86,2023-01-04 14:00:00,15.48259999999999,104,21,0,0
87,2023-01-04 15:00:00,15.106319999999982,104,21,0,0
88,2023-01-04 16:00:00,14.791319999999985,104,21,0,0
89,2023-01-04 17:00:00,8.607468055812362,104,21,1,1
90,2023-01-04 18:00:00,14.174800000000005,104,21,0,0
91,2023-01-04 19:00:00,8.223780286850017,104,21,1,1
92,2023-01-04 20:00:00,13.940580000000011,104,21,0,0
93,2023-01-04 21:00:00,13.700300000000027,104,21,0,0
94,2023-01-04 22:00:00,13.436829999999986,104,21,0,0
95,2023-01-04 23:00:00,13.28631999999999,104,21,0,0
96,2023-01-05 00:00:00,13.76758000000001,104,21,0,0
97,2023-01-05 01:00:00,10.365234720158153,104,21,1,1
98,2023-01-05 02:00:00,18.1515,104,21,0,0
99,2023-01-05 03:00:00,14.578262488344482,104,21,1,1
100,2023-01-05 04:00:00,21.095950000000016,104,21,0,0
101,2023-01-05 05:00:00,21.62270000000001,104,21,0,0
102,2023-01-05 06:00:00,27.382719510514196,104,21,1,1
103,2023-01-05 07:00:00,22.115400000000022,104,21,0,0
